"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotosTestSuite","","","","TestIterateUpdateValidationError","Test update iteration with validation error"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","AuthServiceTestSuite","TestLogout","","","","Successful logout",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PostServiceDeleteTestSuite","TestDeletePost","","","","User without author rights",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PostFiltersTestSuite","TestPostTagFilter","","","","Nonexistent tag",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","ConiferousSpecificationTestSuite","TestNewConiferousSpecificationValidationErrors","","","","Valid parameters",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","5","PostServiceUpdateTextTestSuite","TestUpdatePost","","","","Not authorized user",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","PlantFiltersTestSuite","","","","TestPlantLightRelationFilter","Test plant light relation filtering"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","3","AlbumServiceTestSuite","TestGetAlbum","","","","Not owner trying to access album",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","3","","AuthServiceTestSuite","","","","TestLogin","Test user login functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","","AlbumTestSuite","","","","TestCreateAlbumValidationErrors","Test validation errors during album creation"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","70","BcryptHasherTestSuite","TestBcryptHasherHash","","","","Successful password hashing",""
"passed","Tue Sep 16 20:38:56 GMT 2025","Tue Sep 16 20:38:56 GMT 2025","29","","FileStorageTestSuite","","","","TestGetNonExistentFile","Test non-existent file retrieval handling"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","SearchServiceTestSuite","TestSearchPlants","","","","Empty search results",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestNewPostPhotos","Test creation of new post photos collection"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","PlantFiltersTestSuite","TestPlantHeightFilter","","","","Only coniferous matches",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AuthValidationTestSuite","TestValidateEmail","","","","Valid email with subdomain",""
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:00 GMT 2025","86","AlbumRepositoryTestSuite","TestUpdateAlbum","","","","Successful album update",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AlbumTestSuite","","","","TestCreateAlbumSuccess","Successful creation of album with valid parameters"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PostFiltersTestSuite","TestPostTitleContainsFilter","","","","Partial match",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","AuthServiceTestSuite","TestLogin","","","","Invalid credentials during login",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AlbumTestSuite","","","","TestUpdateDescription","Successful update of album description"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostTestSuite","","","","TestAddTag","Test tag addition functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AuthorTestSuite","TestCreateAuthorValidationErrors","","","","Zero give time",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","AuthServiceTestSuite","TestAuthenticate","","","","Successful authentication",""
"passed","Tue Sep 16 20:38:56 GMT 2025","Tue Sep 16 20:38:56 GMT 2025","30","","FileStorageTestSuite","","","","TestUpdateNonExistentFile","Test non-existent file update handling"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AuthorTestSuite","","","","TestCreateAuthorSuccess","Successful creation of author with valid parameters"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","AlbumServiceTestSuite","TestUpdateAlbumName","","","","Successful album name update",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PlantFiltersTestSuite","TestPlantDiameterFilter","","","","Only coniferous matches",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","DeciduousSpecificationTestSuite","TestNewDeciduousSpecificationValidationErrors","","","","Invalid height",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","","AlbumServiceTestSuite","","","","TestListAlbums","Test album listing functionality"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PostFiltersTestSuite","TestPostTagFilter","","","","Tech tag",""
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:00 GMT 2025","41","AlbumRepositoryTestSuite","TestDeleteAlbum","","","","Successful album deletion",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","MemberTestSuite","","","","TestCreateMemberSuccess","Successful creation of member with valid parameters"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","2","AuthServiceTestSuite","TestAuthenticate","","","","User not found during authentication",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","SearchServiceGetPlantTestSuite","TestGetPlantByID","","","","Main photo not found",""
"passed","Tue Sep 16 20:39:04 GMT 2025","Tue Sep 16 20:39:04 GMT 2025","30","","AuthRepositoryTestSuite","","","","TestPromoteToAuthor","Test member promotion to author functionality"
"passed","Tue Sep 16 20:38:56 GMT 2025","Tue Sep 16 20:38:56 GMT 2025","29","","FileStorageTestSuite","","","","TestUploadWithEmptyName","Test file upload with empty name validation"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","AlbumServiceTestSuite","TestGetAlbum","","","","Successful album retrieval",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","2","AlbumServiceTestSuite","TestGetAlbum","","","","Album not found during retrieval",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","MapSessionStorageTestSuite","","","","TestDeleteSession","Test session deletion from storage"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotosTestSuite","","","","TestLen","Test collection length functionality"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","5","AuthServiceTestSuite","TestRegister","","","","Successful user registration",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PlantServiceTestSuite","TestUploadPlantPhoto","","","","Photo addition error during upload",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotoTestSuite","","","","TestNewPlantPhotoSuccess","Successful creation of plant photo with auto-generated ID"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","0","","StringUtilsTestSuite","","","","TestReplaceFunc","Test ReplaceFunc functionality with various patterns and replacers"
"passed","Tue Sep 16 20:39:27 GMT 2025","Tue Sep 16 20:43:35 GMT 2025","248418","","PlantTestSuite","","","","TestE2EPlant","Test plant creation and retrieval functionality"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","LatexLikeParserTestSuite","","","","TestSinglePlantByUUID","Test parsing single plant reference by UUID"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AlbumTestSuite","TestCreateAlbumValidationErrors","","","","Empty ID",""
"passed","Tue Sep 16 20:38:56 GMT 2025","Tue Sep 16 20:38:56 GMT 2025","28","","FileStorageTestSuite","","","","TestDownloadNonExistentFile","Test non-existent file download handling"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PostFiltersTestSuite","TestPostTitleContainsFilter","","","","No match",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","0","","PostServiceUpdateTextTestSuite","","","","TestUpdatePost","Test post update functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PostServiceTestSuite","TestGetPost","","","","Photo file not found",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","AuthServiceTestSuite","","","","TestAuthenticate","Test user authentication functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotosTestSuite","","","","TestValidate","Test collection validation"
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:01 GMT 2025","72","","AlbumRepositoryTestSuite","","","","TestGetAlbumsByOwner","Test retrieving albums by owner functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","0","SearchServiceTestSearchTestSuite","TestSearchPosts","","","","Photo file not found during search",""
"passed","Tue Sep 16 20:39:11 GMT 2025","Tue Sep 16 20:39:11 GMT 2025","0","PostRepositoryTestSuite","TestGetPost","","","","Non-existent post",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","2","PlantServiceCreateTestSuite","TestCreatePlant","","","","Not authorized for plant creation",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","","MemberTestSuite","","","","TestPermissionChecks","Test member permission checks"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","PlantPhotoTestSuite","TestCreatePlantPhotoValidationErrors","","","","Empty file ID",""
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:00 GMT 2025","39","AlbumRepositoryTestSuite","TestDeleteAlbum","","","","Non-existent album deletion",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","0","BcryptHasherTestSuite","TestBcryptHasherCompare","","","","Invalid hash comparison",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","3","PostServiceCreateTestSuite","TestCreatePost","","","","User without author rights",""
"passed","Tue Sep 16 20:39:07 GMT 2025","Tue Sep 16 20:39:07 GMT 2025","98","PlantRepositoryTestSuite","TestCreatePlant","","","","Plant with no photos",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","MemberTestSuite","TestCreateMemberValidationErrors","","","","Empty email",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","","PlantPhotosTestSuite","","","","TestIterateUpdateSuccess","Test successful update iteration over photos collection"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","AuthValidationTestSuite","TestValidateEmail","","","","Invalid characters in domain",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","PlantFiltersTestSuite","","","","TestPlantSoilTypeFilter","Test plant soil type filtering"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AlbumTestSuite","TestCreateAlbumValidationErrors","","","","Nil plantIDs",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostTestSuite","","","","TestCreatePostSuccess","Successful creation of post with valid parameters"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostTestSuite","","","","TestUpdateContent","Successful update of post content"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PlantFiltersTestSuite","TestPlantHeightFilter","","","","Both plants match range",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestAddSuccess","Successful addition of photo to collection"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AlbumTestSuite","TestCreateAlbumValidationErrors","","","","Valid data",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","MemberTestSuite","TestCreateMemberValidationErrors","","","","Invalid email",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","MemberTestSuite","","","","TestAuthFailure","Failed member authentication"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","LatexLikeParserTestSuite","","","","TestInvalidPlantUUID","Test parsing with invalid plant UUID"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestRemoveSuccess","Successful removal of photo from collection"
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:00 GMT 2025","39","AlbumRepositoryTestSuite","TestUpdateAlbum","","","","Non-existent album update",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","2","","PlantServiceTestSuite","","","","TestUpdatePlantSpec","Test plant specification update functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","138","","BcryptHasherTestSuite","","","","TestBcryptHasherHash","Test password hashing functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantTestSuite","","","","TestAddPhotoDuplicateError","Error when adding duplicate photo to plant"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotoTestSuite","","","","TestComparePhotos","Test photo comparison functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","","PlantServiceGetTestSuite","","","","TestGetPlant","Test plant retrieval functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PostServiceCreateTestSuite","TestCreatePost","","","","Post creation with empty files",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","3","","AlbumServiceTestSuite","","","","TestCreateAlbum","Test album creation functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","PlantTestSuite","TestCreatePlant_ValidationErrors","","","","Empty plant name should cause validation error",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AuthValidationTestSuite","TestValidateEmail","","","","Email with numeric domain",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PostServiceTestSuite","TestGetPost","","","","Post not found",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AlbumTestSuite","","","","TestGetOwnerID","Test owner ID retrieval"
"passed","Tue Sep 16 20:39:07 GMT 2025","Tue Sep 16 20:39:08 GMT 2025","249","","PlantRepositoryTestSuite","","","","TestUpdatePlant","Test plant update functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestRemoveNotFound","Test removal of non-existent photo error"
"passed","Tue Sep 16 20:39:03 GMT 2025","Tue Sep 16 20:39:03 GMT 2025","33","","AuthRepositoryTestSuite","","","","TestGetAuthor","Test author retrieval functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","StringUtilsTestSuite","TestReplaceFunc","","","","Custom pattern with prefix and suffix",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AlbumTestSuite","TestCreateAlbumValidationErrors","","","","Empty name",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","SearchServiceTestSearchTestSuite","TestSearchPosts","","","","Repository error during search",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","2","PostServiceTestSuite","TestGetPost","","","","Post with no photos",""
"passed","Tue Sep 16 20:39:11 GMT 2025","Tue Sep 16 20:39:11 GMT 2025","222","PostRepositoryTestSuite","TestListAuthorPosts","","","","Successful author posts listing",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PlantServiceTestSuite","TestUpdatePlantSpec","","","","Successful plant specification update",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","DeciduousSpecificationTestSuite","TestNewDeciduousSpecificationValidationErrors","","","","Valid parameters",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestAddMaxPhotos","Test maximum photos limit enforcement"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","PostTestSuite","TestCreatePostValidationErrors","","","","Empty ID",""
"passed","Tue Sep 16 20:38:56 GMT 2025","Tue Sep 16 20:38:56 GMT 2025","66","","FileStorageTestSuite","","","","TestDownloadFile","Test file download functionality"
"passed","Tue Sep 16 20:39:03 GMT 2025","Tue Sep 16 20:39:03 GMT 2025","31","","AuthRepositoryTestSuite","","","","TestRevokeAuthorRights","Test author rights revocation functionality"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","2","PlantServiceCreateTestSuite","TestCreatePlant","","","","File upload error during creation",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","","AuthorTestSuite","","","","TestCreateAuthorValidationErrors","Test validation errors during author creation"
"passed","Tue Sep 16 20:39:07 GMT 2025","Tue Sep 16 20:39:07 GMT 2025","76","PlantRepositoryTestSuite","TestDeletePlant","","","","Successful plant deletion",""
"passed","Tue Sep 16 20:39:11 GMT 2025","Tue Sep 16 20:39:11 GMT 2025","106","PostRepositoryTestSuite","TestGetPost","","","","Successful post retrieval",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","4","AuthServiceTestSuite","TestAuthenticate","","","","Session expired during authentication",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestNewPostPhoto","Successful creation of post photo with auto-generated ID"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PlantServiceCreateTestSuite","TestCreatePlant","","","","Successful plant creation",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AuthValidationTestSuite","TestValidateEmail","","","","Missing @ symbol",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","LatexLikeParserTestSuite","","","","TestUnclosedPlantTag","Test parsing with unclosed plant tag"
"passed","Tue Sep 16 20:39:12 GMT 2025","Tue Sep 16 20:39:12 GMT 2025","80","PostRepositoryTestSuite","TestCreatePost","","","","Successful post creation",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotosTestSuite","","","","TestAddDuplicate","Test duplicate photo addition error"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","MapSessionStorageTestSuite","","","","TestDeleteNonExistentSession","Test deletion of non-existent session"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","ConiferousSpecificationTestSuite","TestNewConiferousSpecificationValidationErrors","","","","Invalid height (negative value)",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AuthValidationTestSuite","TestValidateEmail","","","","Valid email with plus addressing",""
"passed","Tue Sep 16 20:39:16 GMT 2025","Tue Sep 16 20:39:16 GMT 2025","330","","SearchRepositoryTestSuite","","","","TestSearchPosts","Test post search functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","1","","ConiferousSpecificationTestSuite","","","","TestNewConiferousSpecificationValidationErrors","Test validation errors during coniferous specification creation"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","2","SearchServiceGetPlantTestSuite","TestGetPlantByID","","","","Plant with no additional photos",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","DeciduousSpecificationTestSuite","","","","TestNewDeciduousSpecificationSuccess","Successful creation of DeciduousSpecification with valid parameters"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","ConiferousSpecificationTestSuite","","","","TestConiferousImplementsPlantSpecification","Verify that ConiferousSpecification implements PlantSpecification interface"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantTestSuite","","","","TestUpdateSpecSuccess","Successful update of plant specification"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","AlbumTestSuite","TestCreateAlbumValidationErrors","","","","Empty ownerID",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","StringUtilsTestSuite","TestReplaceFunc","","","","Empty matches handling",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","PostFiltersTestSuite","TestPostTagFilter","","","","Java tag",""
"passed","Tue Sep 16 20:39:07 GMT 2025","Tue Sep 16 20:39:07 GMT 2025","71","PlantRepositoryTestSuite","TestCreatePlant","","","","Coniferous plant",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","0","","LatexLikeParserTestSuite","","","","TestPlantByName","Test parsing plant reference by name"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PlantPhotoTestSuite","","","","TestGetters","Test plant photo getter methods"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","66","BcryptHasherTestSuite","TestBcryptHasherCompare","","","","Wrong password comparison",""
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","1","","PostFiltersTestSuite","","","","TestPostTagFilter","Test post tag filtering"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","MemberTestSuite","TestCreateMemberValidationErrors","","","","Valid data",""
"passed","Tue Sep 16 20:39:00 GMT 2025","Tue Sep 16 20:39:00 GMT 2025","108","","AlbumRepositoryTestSuite","","","","TestDeleteAlbum","Test album deletion functionality"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostPhotoTestSuite","","","","TestCreatePostPhoto","Successful creation of post photo with specific ID"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AlbumTestSuite","","","","TestRemovePlantSuccess","Successful removal of plant from album"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","AuthorTestSuite","","","","TestID","Test author ID retrieval"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","StringUtilsTestSuite","TestReplaceFunc","","","","Multiple matches replacement",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","","BcryptHasherTestSuite","","","","TestNewBcryptHasher","Test creation of BcryptHasher with different cost parameters"
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","PostTestSuite","","","","TestGetters","Test post getter methods"
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","StringUtilsTestSuite","TestReplaceFunc","","","","Pattern with multiple %s placeholders",""
"passed","Tue Sep 16 20:38:32 GMT 2025","Tue Sep 16 20:38:32 GMT 2025","1","PostServiceDeleteTestSuite","TestDeletePost","","","","Repository error during deletion",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","ConiferousSpecificationTestSuite","","","","TestValidateSuccess","Successful validation of ConiferousSpecification"
"passed","Tue Sep 16 20:38:31 GMT 2025","Tue Sep 16 20:38:31 GMT 2025","4","AuthServiceTestSuite","TestAuthenticate","","","","Session not found during authentication",""
"passed","Tue Sep 16 20:38:30 GMT 2025","Tue Sep 16 20:38:30 GMT 2025","0","","MapSessionStorageTestSuite","","","","TestConcurrentAccess","Test concurrent access to session storage"
